date,shown,clicked,converted,avg_cost_per_click,total_revenue,ad
10/8/15,20459,1733,37,2.1,763.98,ad_group_19
10/9/15,19972,1618,46,2.01,819.49,ad_group_19
10/10/15,20127,1996,50,2.36,703.01,ad_group_19
10/11/15,21656,1693,55,1.94,916.6,ad_group_19
10/12/15,21255,2400,55,2.64,605.52,ad_group_19
10/13/15,20109,2214,50,2.58,727.71,ad_group_19
10/14/15,21067,1795,52,2.1,446.3,ad_group_19
10/15/15,18886,1598,44,2.04,624.63,ad_group_19
10/16/15,20380,2044,46,2.45,521.75,ad_group_19
10/17/15,20447,2136,51,2.5,937.38,ad_group_19
10/18/15,18988,1864,51,2.31,849.74,ad_group_19
10/19/15,20407,2040,48,2.39,733.53,ad_group_19
10/20/15,20196,1926,54,2.27,770.32,ad_group_19
10/21/15,19936,2184,49,2.53,505.3,ad_group_19
10/22/15,20139,2177,56,2.48,982.98,ad_group_19
10/23/15,20214,2020,49,2.42,855.67,ad_group_19
10/24/15,19925,1941,45,2.31,720.57,ad_group_19
10/25/15,21078,1728,56,2.04,567.9,ad_group_19
10/26/15,18443,1790,54,2.26,901.16,ad_group_19
10/27/15,19470,1766,46,2.22,834.75,ad_group_19
10/28/15,18927,1832,45,2.34,711.61,ad_group_19
10/29/15,19645,2004,46,2.39,848.65,ad_group_19
10/30/15,19501,1378,48,1.82,976.88,ad_group_19
10/31/15,20379,2225,54,2.44,710.35,ad_group_19
11/1/15,19590,1746,48,2.15,760.3,ad_group_19
11/2/15,20317,2037,46,2.43,996.08,ad_group_19
11/3/15,19092,1835,43,2.26,565.15,ad_group_19
11/4/15,20154,2082,47,2.39,645.51,ad_group_19
11/5/15,20485,2099,47,2.48,1187.32,ad_group_19
11/6/15,19191,1968,52,2.41,878.33,ad_group_19
11/7/15,19481,1737,42,2.22,890.67,ad_group_19
11/8/15,19629,2055,56,2.47,722.69,ad_group_19
11/9/15,19014,1861,51,2.34,783.25,ad_group_19
11/10/15,19644,2164,53,2.65,781.95,ad_group_19
11/11/15,20063,1987,48,2.33,958.47,ad_group_19
11/12/15,19184,1781,54,2.29,148.26,ad_group_19
11/13/15,19751,1737,41,2.18,819.16,ad_group_19
11/14/15,20011,1343,44,1.71,561.07,ad_group_19
11/15/15,19658,1541,50,1.92,725.57,ad_group_19
11/16/15,19106,1785,45,2.18,503.36,ad_group_19
11/17/15,20703,1614,55,1.94,1150.46,ad_group_19
11/18/15,19099,1881,45,2.28,517.71,ad_group_19
11/19/15,0,0,0,0,0,ad_group_19
11/20/15,19779,1719,46,2.14,400.99,ad_group_19
11/21/15,20670,1835,49,2.15,707.37,ad_group_19
11/22/15,20971,1409,59,1.71,790.17,ad_group_19
10/1/15,129414,7441,381,1.65,5335.52,ad_group_20
10/2/15,0,0,0,0,0,ad_group_20
10/3/15,120113,7264,349,1.81,6945.2,ad_group_20
10/4/15,120582,7115,332,1.76,4657.63,ad_group_20
10/5/15,125708,7336,383,1.79,3224.9,ad_group_20
10/6/15,126146,9027,416,2.03,5712.37,ad_group_20
10/7/15,125031,7254,338,1.74,4169.19,ad_group_20
10/8/15,122554,7194,365,1.75,4118.09,ad_group_20
10/9/15,119447,7822,366,2.02,7927.76,ad_group_20
10/10/15,128366,7626,364,1.72,1237.28,ad_group_20
10/11/15,132260,8249,425,1.89,5203.97,ad_group_20
10/12/15,121332,7052,314,1.84,4951.11,ad_group_20
10/13/15,126122,8042,357,1.8,5784.5,ad_group_20
10/14/15,127862,7070,356,1.72,4362.59,ad_group_20
10/15/15,125139,7583,337,1.81,4919.39,ad_group_20
10/16/15,128147,7774,395,1.84,5773.84,ad_group_20
10/17/15,124658,7986,317,1.9,1129.35,ad_group_20
10/18/15,120789,7143,380,1.75,3175.14,ad_group_20
10/19/15,118560,7171,360,1.81,4788.19,ad_group_20
10/20/15,118878,7250,309,1.84,6989.37,ad_group_20
10/21/15,116096,7895,372,2.05,6432.92,ad_group_20
10/22/15,116975,6916,309,1.71,6154.19,ad_group_20
10/23/15,126001,7412,339,1.69,5650.16,ad_group_20
10/24/15,126009,8235,418,1.85,4879.95,ad_group_20
10/25/15,122498,7699,333,1.89,4541.15,ad_group_20
10/26/15,125415,7389,374,1.86,6011.74,ad_group_20
10/27/15,124434,7524,392,1.82,7228.98,ad_group_20
10/28/15,124149,7887,368,1.94,4125.85,ad_group_20
10/29/15,123134,7306,313,1.85,5374.37,ad_group_20
10/30/15,120116,7453,388,1.84,8164.77,ad_group_20
10/31/15,119791,7927,345,1.85,3410.17,ad_group_20
11/1/15,121553,7461,334,1.79,6266.07,ad_group_20
11/2/15,122490,7784,363,1.92,7351.72,ad_group_20
11/3/15,122695,6621,370,1.7,6574.48,ad_group_20
11/4/15,120596,7262,322,1.83,5485.96,ad_group_20
11/5/15,118590,7731,323,1.85,5310.11,ad_group_20
11/6/15,120840,6516,301,1.7,3460,ad_group_20
11/7/15,119449,6839,372,1.78,7595.2,ad_group_20
11/8/15,121774,7004,363,1.82,7503.24,ad_group_20
11/9/15,120435,7706,330,1.98,6966.2,ad_group_20
11/10/15,126345,8847,319,1.97,5807.95,ad_group_20
11/11/15,127047,7376,359,1.73,9661.49,ad_group_20
11/12/15,128681,7620,406,1.72,7852.38,ad_group_20
11/13/15,124976,7167,332,1.72,5094.54,ad_group_20
11/14/15,121498,7657,329,1.95,6032.07,ad_group_20
11/15/15,126065,8272,394,1.87,7450.41,ad_group_20
11/16/15,121516,6647,327,1.67,6465.53,ad_group_20
11/17/15,115560,6994,292,1.87,2736.07,ad_group_20
11/19/15,124562,8740,296,2.05,6723.24,ad_group_20
11/20/15,120991,6853,288,1.77,7444.87,ad_group_20
11/21/15,121062,7831,303,1.83,1971.29,ad_group_20
11/22/15,120779,7516,351,1.87,4796.2,ad_group_20
10/1/15,24715,195,10,0.92,126.09,ad_group_21
10/2/15,26183,0,0,0,0,ad_group_21
10/3/15,27872,264,14,1.4,192,ad_group_21
10/4/15,27479,245,13,1.21,262.71,ad_group_21
10/5/15,28009,228,12,1.06,92.32,ad_group_21
10/6/15,29657,332,12,1.16,240.47,ad_group_21
10/7/15,28806,216,15,1.12,123.98,ad_group_21
10/8/15,27141,261,12,1.06,267.35,ad_group_21
10/9/15,27048,271,13,1.09,92.42,ad_group_21
10/10/15,26064,258,12,1.04,157.3,ad_group_21
10/11/15,26131,243,14,1.19,406.35,ad_group_21
10/12/15,25640,249,12,1.15,181.29,ad_group_21
10/13/15,25616,245,13,1.06,276.48,ad_group_21
10/14/15,25594,249,12,1.25,211.48,ad_group_21
10/15/15,26173,282,11,1.07,148.37,ad_group_21
10/16/15,26910,228,11,1.2,124.84,ad_group_21
10/17/15,28102,267,15,1.09,187.56,ad_group_21
10/18/15,27078,260,15,1.08,292.43,ad_group_21
10/19/15,28084,305,14,1.07,202.82,ad_group_21
10/20/15,26069,261,13,1.04,205.56,ad_group_21
10/21/15,27902,243,15,1.06,191.5,ad_group_21
10/22/15,29016,245,13,1,195.24,ad_group_21
10/23/15,30060,282,15,1.12,255.12,ad_group_21
10/24/15,28258,294,15,1.23,93.89,ad_group_21
10/25/15,27797,246,16,1.08,310.9,ad_group_21
10/26/15,25591,187,11,1.04,151.29,ad_group_21
10/27/15,26555,214,11,1.13,99.14,ad_group_21
10/28/15,28766,281,14,1.19,265.6,ad_group_21
10/29/15,27269,229,12,1.18,79.19,ad_group_21
10/30/15,29668,264,13,1.1,60.83,ad_group_21
10/31/15,28976,266,13,1.26,142.95,ad_group_21
11/1/15,26760,270,13,1.08,243.53,ad_group_21
11/2/15,27034,304,13,1.16,195.58,ad_group_21
11/3/15,27229,243,13,1.06,135.87,ad_group_21
11/4/15,26822,252,11,0.99,111.28,ad_group_21
11/5/15,26314,0,0,0,0,ad_group_21
11/6/15,26034,233,11,1.17,188.41,ad_group_21
11/7/15,27696,234,12,0.98,218.69,ad_group_21
11/8/15,29371,289,13,1.13,237.74,ad_group_21
11/9/15,28778,284,15,1.17,113.15,ad_group_21
11/10/15,28352,222,15,1.05,236.48,ad_group_21
11/11/15,26930,215,11,1.05,105.06,ad_group_21
11/12/15,27473,262,15,1.09,187.07,ad_group_21
11/13/15,26972,312,14,1.36,258.21,ad_group_21
11/14/15,27031,256,13,1.1,146.5,ad_group_21
11/15/15,26664,299,13,1.05,234.92,ad_group_21
11/16/15,26240,215,12,1.04,71.74,ad_group_21
11/17/15,28825,282,14,1.15,193.64,ad_group_21
11/18/15,28754,265,13,1.04,121.06,ad_group_21
11/19/15,29303,291,13,1.08,236.02,ad_group_21
11/20/15,26461,237,15,0.96,156.4,ad_group_21
11/21/15,28180,303,14,0.98,230.27,ad_group_21
11/22/15,28481,226,15,1.13,192,ad_group_21
10/1/15,20124,683,41,0.75,568.98,ad_group_22
10/2/15,21591,888,40,0.89,947.35,ad_group_22
10/3/15,21775,826,35,0.82,430.13,ad_group_22
10/4/15,20266,815,42,0.87,466.43,ad_group_22
10/5/15,20919,736,39,0.77,677.45,ad_group_22
10/6/15,22146,745,36,0.74,506.25,ad_group_22
10/7/15,20284,776,36,0.83,105.32,ad_group_22
10/8/15,22325,860,36,0.84,708.15,ad_group_22
10/9/15,23432,927,33,0.85,611.34,ad_group_22
10/10/15,23415,948,39,0.9,619.56,ad_group_22
10/11/15,22580,896,38,0.86,701.4,ad_group_22
10/12/15,23303,778,40,0.73,500.56,ad_group_22
10/13/15,23155,809,36,0.76,593.92,ad_group_22
10/14/15,22864,847,41,0.8,643.83,ad_group_22
10/15/15,24211,726,38,0.67,581.11,ad_group_22
10/16/15,25531,926,47,0.79,489.34,ad_group_22
10/17/15,24655,819,36,0.73,206.54,ad_group_22
10/18/15,23690,952,41,0.89,601.9,ad_group_22
10/19/15,25083,936,41,0.8,839.27,ad_group_22
10/20/15,23779,863,45,0.79,1217.48,ad_group_22
10/21/15,24145,896,37,0.8,405.1,ad_group_22
10/22/15,25653,1023,40,0.87,223.77,ad_group_22
10/23/15,25245,886,35,0.78,513.18,ad_group_22
10/24/15,24168,940,43,0.84,654.71,ad_group_22
10/25/15,25131,975,42,0.85,631.65,ad_group_22
10/26/15,25118,844,44,0.73,878.82,ad_group_22
10/27/15,26549,882,49,0.73,1270.27,ad_group_22
10/28/15,24124,879,46,0.8,598.11,ad_group_22
10/29/15,26678,1038,49,0.85,240.53,ad_group_22
10/30/15,24387,1035,45,0.92,602.83,ad_group_22
10/31/15,23836,751,44,0.69,511.3,ad_group_22
11/1/15,25411,906,48,0.78,957.41,ad_group_22
11/2/15,23924,986,39,0.89,690.54,ad_group_22
11/3/15,26550,1038,53,0.84,1331.87,ad_group_22
11/4/15,26214,864,40,0.73,540.41,ad_group_22
11/5/15,25612,884,49,0.75,778.59,ad_group_22
11/6/15,24742,749,37,0.67,645.18,ad_group_22
11/7/15,24308,1032,38,0.91,455.27,ad_group_22
11/8/15,24799,912,48,0.8,548.97,ad_group_22
11/9/15,24118,782,34,0.71,495.93,ad_group_22
11/10/15,26499,976,42,0.8,326.57,ad_group_22
11/11/15,26168,999,47,0.83,706.44,ad_group_22
11/12/15,26310,879,50,0.73,956.85,ad_group_22
11/13/15,27352,1056,46,0.84,1170.18,ad_group_22
11/14/15,24508,970,40,0.86,983.69,ad_group_22
11/15/15,24652,842,33,0.76,444.36,ad_group_22
11/16/15,24550,1027,38,0.89,456.35,ad_group_22
11/17/15,25788,1010,44,0.85,842.47,ad_group_22
11/18/15,26091,993,50,0.82,200.73,ad_group_22
11/19/15,24904,983,45,0.86,704.69,ad_group_22
11/20/15,25846,1013,31,0.84,518.97,ad_group_22
11/21/15,25610,700,43,0.61,543.52,ad_group_22
11/22/15,25536,958,41,0.82,408.81,ad_group_22
10/1/15,41098,2306,95,1.3,1315.01,ad_group_23
10/2/15,42523,2126,94,1.16,540.23,ad_group_23
10/3/15,44127,2309,86,1.22,1039.23,ad_group_23
10/4/15,44323,2293,81,1.21,1754.15,ad_group_23
10/5/15,44807,2406,91,1.24,366.68,ad_group_23
10/6/15,41234,2051,70,1.2,1472.19,ad_group_23
10/7/15,43490,1548,76,0.89,766.69,ad_group_23
10/8/15,45209,1761,101,0.96,1380.23,ad_group_23
10/9/15,50243,2734,93,1.27,1613.36,ad_group_23
10/10/15,45138,1886,117,1.01,952.54,ad_group_23
10/11/15,46232,1975,87,1.02,1064.13,ad_group_23
10/12/15,47050,1784,94,0.93,1359.87,ad_group_23
10/13/15,47644,2469,100,1.2,1699.14,ad_group_23
10/14/15,44049,0,0,0,0,ad_group_23
10/15/15,44717,1927,94,1.06,1490.35,ad_group_23
10/16/15,48262,2227,114,1.08,1982.53,ad_group_23
10/17/15,45936,2424,98,1.25,889.07,ad_group_23
10/18/15,47876,2278,93,1.13,1813.48,ad_group_23
10/19/15,47713,1796,102,0.97,1722.89,ad_group_23
10/20/15,49303,1844,98,0.93,1520.76,ad_group_23
10/21/15,46949,2435,92,1.23,1663.25,ad_group_23
10/22/15,47405,2492,76,1.24,776.91,ad_group_23
10/23/15,48141,1929,99,0.98,1615.91,ad_group_23
10/24/15,46089,2375,108,1.19,818.03,ad_group_23
10/25/15,50459,1904,97,0.89,-200.15,ad_group_23
10/26/15,49865,2603,97,1.23,1496.76,ad_group_23
10/27/15,48193,1950,90,0.97,1072.6,ad_group_23
10/28/15,48332,1769,96,0.9,1398.12,ad_group_23
10/29/15,49862,2625,110,1.23,675.82,ad_group_23
10/30/15,49485,2627,106,1.25,1976.8,ad_group_23
10/31/15,45110,2148,73,1.17,1012.57,ad_group_23
11/1/15,48872,2507,97,1.2,1764.79,ad_group_23
11/2/15,46264,2683,89,1.34,416.65,ad_group_23
11/3/15,48710,2623,114,1.24,1285.28,ad_group_23
11/4/15,50023,2525,106,1.18,1806.46,ad_group_23
11/5/15,50989,2761,115,1.23,2261.71,ad_group_23
11/6/15,51538,2475,107,1.09,1906.49,ad_group_23
11/7/15,48246,2182,95,1.1,1880.06,ad_group_23
11/8/15,49070,2307,100,1.12,985.33,ad_group_23
11/9/15,48662,2484,87,1.19,1611.04,ad_group_23
11/10/15,49473,1849,118,0.93,2137.17,ad_group_23
11/11/15,50955,2040,101,1.01,1809.34,ad_group_23
11/12/15,53714,2013,105,0.95,2070.81,ad_group_23
11/13/15,51277,2217,115,1.05,2319.58,ad_group_23
11/14/15,49652,2398,80,1.11,994.09,ad_group_23
11/15/15,49039,2219,105,1.09,1641.06,ad_group_23
11/16/15,49089,2254,103,1.08,2470.86,ad_group_23
11/17/15,47916,2460,98,1.2,1578.04,ad_group_23
11/18/15,46387,1689,92,0.9,1203.01,ad_group_23
11/19/15,0,0,0,0,0,ad_group_23
11/20/15,49560,2296,100,1.12,1702.95,ad_group_23
11/21/15,49861,2357,97,1.13,1444.16,ad_group_23
11/22/15,46368,2582,98,1.29,1100.68,ad_group_23
10/1/15,30984,325,3,4.19,61.55,ad_group_24
10/2/15,33878,329,3,2.99,43.88,ad_group_24
10/4/15,32998,296,3,3.1,27.58,ad_group_24
10/5/15,32116,292,3,2.79,72.21,ad_group_24
10/6/15,32915,369,3,3.07,66.41,ad_group_24
10/7/15,31613,332,3,3.4,57.46,ad_group_24
10/8/15,33531,332,3,3.34,52.25,ad_group_24
10/9/15,36209,359,3,3.76,63.61,ad_group_24
10/10/15,33312,301,3,3.38,33.91,ad_group_24
10/11/15,34654,313,3,3.07,44.94,ad_group_24
10/12/15,34237,409,3,3.6,56.07,ad_group_24
10/13/15,36608,321,4,3.06,71.53,ad_group_24
10/14/15,37376,352,4,3.21,65.69,ad_group_24
10/15/15,37477,348,4,2.92,73.67,ad_group_24
10/16/15,37140,365,4,3.13,61.92,ad_group_24
10/17/15,35638,345,3,3.01,56.88,ad_group_24
10/18/15,36849,418,4,3.16,74.12,ad_group_24
10/19/15,35415,360,3,3.52,53.2,ad_group_24
10/20/15,36051,403,4,3.03,54.91,ad_group_24
10/21/15,35652,344,4,3.55,46.79,ad_group_24
10/22/15,35823,354,3,2.75,54.24,ad_group_24
10/23/15,37197,362,4,3.06,10.08,ad_group_24
10/24/15,34674,333,4,3.2,67.36,ad_group_24
10/25/15,36386,323,4,3.14,30.26,ad_group_24
10/26/15,36840,309,4,3.18,42.51,ad_group_24
10/27/15,35130,400,3,3.58,67.43,ad_group_24
10/28/15,35951,338,3,2.78,48.57,ad_group_24
10/29/15,39073,420,5,3.23,97.56,ad_group_24
10/30/15,39030,395,4,3.58,98.97,ad_group_24
10/31/15,35341,376,3,3.66,39.97,ad_group_24
11/1/15,36284,260,3,3.21,48.48,ad_group_24
11/2/15,36140,356,3,3.58,36.77,ad_group_24
11/3/15,35861,328,4,3.08,85.3,ad_group_24
11/4/15,36925,334,3,3.07,32.41,ad_group_24
11/5/15,38135,352,3,3.35,41.45,ad_group_24
11/6/15,39441,390,3,3.48,30.85,ad_group_24
11/7/15,34998,368,3,3.3,20.38,ad_group_24
11/8/15,36279,364,4,3.39,28.01,ad_group_24
11/9/15,38116,356,4,2.82,62.52,ad_group_24
11/10/15,33432,298,4,2.77,76.15,ad_group_24
11/11/15,36736,406,3,3.24,77.24,ad_group_24
11/12/15,39666,354,4,3.05,2.32,ad_group_24
11/13/15,38930,346,4,3.47,89.24,ad_group_24
11/14/15,37764,310,4,2.6,36,ad_group_24
11/15/15,34653,389,3,3.31,33.92,ad_group_24
11/16/15,38059,371,4,3.1,67.94,ad_group_24
11/17/15,35774,304,4,2.47,42.08,ad_group_24
11/18/15,37045,374,4,3.25,74.36,ad_group_24
11/19/15,36571,388,3,3.04,43.86,ad_group_24
11/20/15,37554,395,4,2.83,62.4,ad_group_24
11/21/15,37538,377,3,3.14,46.14,ad_group_24
11/22/15,37743,408,3,2.56,43.64,ad_group_24
10/1/15,146682,618,0,0.72,0,ad_group_25
10/2/15,156339,561,0,0.75,0,ad_group_25
10/3/15,156627,609,0,0.87,0,ad_group_25
10/4/15,152905,517,0,0.6,0,ad_group_25
10/5/15,164813,491,0,0.64,0,ad_group_25
10/6/15,157893,506,0,0.74,0,ad_group_25
10/7/15,0,0,0,0,0,ad_group_25
10/8/15,162799,670,0,0.68,0,ad_group_25
10/9/15,171509,649,0,0.69,0,ad_group_25
10/10/15,167715,491,0,0.65,0,ad_group_25
10/11/15,165543,671,0,0.78,0,ad_group_25
10/12/15,167097,780,0,0.75,0,ad_group_25
10/13/15,173639,571,0,0.62,0,ad_group_25
10/14/15,171859,687,0,0.73,0,ad_group_25
10/15/15,177011,653,0,0.68,0,ad_group_25
10/16/15,178866,718,0,0.65,0,ad_group_25
10/17/15,173512,597,0,0.65,0,ad_group_25
10/18/15,168339,624,0,0.66,0,ad_group_25
10/19/15,177229,708,0,0.81,0,ad_group_25
10/20/15,182496,474,0,0.65,0,ad_group_25
10/21/15,170360,608,0,0.73,0,ad_group_25
10/22/15,179970,674,0,0.74,0,ad_group_25
10/23/15,187844,501,0,0.64,0,ad_group_25
10/24/15,180466,609,0,0.8,0,ad_group_25
10/25/15,171936,542,0,0.75,0,ad_group_25
10/26/15,182442,446,0,0.77,0,ad_group_25
10/27/15,186548,805,0,0.78,0,ad_group_25
10/28/15,177060,385,0,0.73,0,ad_group_25
10/29/15,185314,731,0,0.78,0,ad_group_25
10/30/15,182570,692,0,0.85,0,ad_group_25
10/31/15,179494,660,0,0.82,0,ad_group_25
11/1/15,187845,625,0,0.65,0,ad_group_25
11/2/15,183515,568,0,0.81,0,ad_group_25
11/3/15,171802,657,0,0.82,0,ad_group_25
11/4/15,167853,642,0,0.76,0,ad_group_25
11/5/15,179817,580,0,0.65,0,ad_group_25
11/6/15,174480,617,0,0.74,0,ad_group_25
11/7/15,178042,550,0,0.76,0,ad_group_25
11/8/15,184168,693,0,0.66,0,ad_group_25
11/9/15,169287,680,0,0.65,0,ad_group_25
11/10/15,175846,701,0,0.71,0,ad_group_25
11/11/15,173187,620,0,0.68,0,ad_group_25
11/12/15,183985,742,0,0.79,0,ad_group_25
11/13/15,168913,744,0,0.64,0,ad_group_25
11/14/15,175281,683,0,0.71,0,ad_group_25
11/15/15,179120,656,0,0.7,0,ad_group_25
11/16/15,179710,607,0,0.68,0,ad_group_25
11/17/15,176295,684,0,0.75,0,ad_group_25
11/18/15,168650,593,0,0.7,0,ad_group_25
11/19/15,182453,662,0,0.72,0,ad_group_25
11/20/15,176797,596,0,0.73,0,ad_group_25
11/21/15,192507,682,0,0.58,0,ad_group_25
11/22/15,168502,603,0,0.7,0,ad_group_25
10/1/15,58332,6256,255,2.62,5138.64,ad_group_26
10/2/15,62377,5371,320,2.19,8090.45,ad_group_26
10/3/15,61158,4621,296,1.89,6027.21,ad_group_26
10/4/15,61352,6880,309,2.62,4210.71,ad_group_26
10/5/15,61670,4546,243,1.89,5170.47,ad_group_26
10/6/15,61740,4384,303,1.8,6859.22,ad_group_26
10/7/15,63793,6140,266,2.33,3634.13,ad_group_26
10/8/15,69187,5983,342,2.11,2916.4,ad_group_26
10/9/15,65249,5528,307,2.05,7609.84,ad_group_26
10/10/15,71877,6339,340,2.15,3365.03,ad_group_26
10/11/15,68076,6221,290,2.26,5184.28,ad_group_26
10/12/15,75294,6389,328,2.15,4564.45,ad_group_26
10/13/15,69223,5209,346,1.89,3674.95,ad_group_26
10/14/15,69178,7112,325,2.43,4036.46,ad_group_26
10/15/15,71304,6817,301,2.35,6249.49,ad_group_26
10/16/15,73924,6401,331,2.09,4668.99,ad_group_26
10/17/15,76431,7311,311,2.31,5758.11,ad_group_26
10/18/15,72422,6556,293,2.26,7610.06,ad_group_26
10/19/15,75796,7470,233,2.42,5127.24,ad_group_26
10/20/15,74558,6526,352,2.18,4529.67,ad_group_26
10/21/15,71223,7156,320,2.47,5845.8,ad_group_26
10/22/15,70541,7292,342,2.5,4795.17,ad_group_26
10/23/15,74563,8323,365,2.63,6585.55,ad_group_26
10/24/15,76800,6184,398,2.1,4718.54,ad_group_26
10/25/15,74758,6641,361,2.24,3688.3,ad_group_26
10/26/15,76372,6356,315,2.09,4874.15,ad_group_26
10/27/15,73306,7335,452,2.38,7495.52,ad_group_26
10/28/15,70679,7581,347,2.5,6833.63,ad_group_26
10/29/15,73434,6339,284,2.15,5593.09,ad_group_26
10/30/15,73211,7205,298,2.36,3729.82,ad_group_26
10/31/15,76078,6243,341,2.01,6733.62,ad_group_26
11/1/15,77474,6517,396,2.11,9294.36,ad_group_26
11/2/15,74989,5799,404,1.99,5238.98,ad_group_26
11/3/15,71988,7282,313,2.39,4108.3,ad_group_26
11/4/15,78512,8804,392,2.65,8148.91,ad_group_26
11/5/15,74894,5791,362,2,4196.1,ad_group_26
11/6/15,74390,7125,365,2.32,7369.12,ad_group_26
11/7/15,78165,7457,338,2.4,3595.43,ad_group_26
11/8/15,77390,6559,328,2.13,6873.01,ad_group_26
11/9/15,72645,6457,326,2.19,1782.3,ad_group_26
11/10/15,74049,6320,372,2.17,2513.87,ad_group_26
11/11/15,76168,6915,394,2.22,4898.25,ad_group_26
11/12/15,74544,7422,324,2.33,7848.26,ad_group_26
11/13/15,73321,6701,311,2.23,3658.13,ad_group_26
11/14/15,77526,5950,290,1.95,2296.02,ad_group_26
11/15/15,71751,6847,279,2.39,5003.88,ad_group_26
11/16/15,75429,6839,306,2.19,5986.33,ad_group_26
11/17/15,75897,7648,286,2.55,4216.47,ad_group_26
11/18/15,72826,6899,280,2.32,4570.83,ad_group_26
11/19/15,71014,5804,361,2.03,4352.26,ad_group_26
11/20/15,71578,6651,311,2.3,5178.51,ad_group_26
11/21/15,77549,7302,365,2.28,5448.04,ad_group_26
11/22/15,74800,5838,380,2.03,3326.19,ad_group_26
10/1/15,63578,495,16,0.39,333.94,ad_group_27
10/2/15,68021,507,14,0.38,197.23,ad_group_27
10/3/15,66362,439,19,0.37,332.08,ad_group_27
10/4/15,63251,565,16,0.37,354.3,ad_group_27
10/5/15,66636,481,18,0.42,215.62,ad_group_27
10/6/15,62359,637,13,0.42,212.04,ad_group_27
10/7/15,62833,620,18,0.4,144.01,ad_group_27
10/8/15,66778,534,15,0.38,271.07,ad_group_27
10/9/15,66208,591,17,0.39,164.61,ad_group_27
10/10/15,62677,506,15,0.39,302.69,ad_group_27
10/11/15,66480,583,20,0.34,352.45,ad_group_27
10/12/15,65925,515,17,0.37,267.53,ad_group_27
10/13/15,67264,567,17,0.37,224.48,ad_group_27
10/14/15,67794,572,18,0.37,282.26,ad_group_27
10/15/15,63810,621,15,0.41,258.03,ad_group_27
10/16/15,69567,574,18,0.4,206.27,ad_group_27
10/17/15,62029,522,18,0.36,286.88,ad_group_27
10/18/15,66226,646,17,0.39,336.85,ad_group_27
10/19/15,62749,504,16,0.35,117.04,ad_group_27
10/20/15,69629,544,18,0.35,254.56,ad_group_27
10/21/15,62050,621,16,0.41,166.82,ad_group_27
10/22/15,68584,580,15,0.4,210.46,ad_group_27
10/23/15,60443,543,15,0.39,234.69,ad_group_27
10/24/15,67697,512,15,0.35,250.08,ad_group_27
10/25/15,65901,538,16,0.37,290.03,ad_group_27
10/26/15,65359,463,17,0.37,244.88,ad_group_27
10/27/15,65196,571,14,0.41,227.94,ad_group_27
10/28/15,70625,655,19,0.42,350.88,ad_group_27
10/29/15,66247,556,17,0.4,287.84,ad_group_27
10/30/15,68806,555,18,0.36,279.7,ad_group_27
10/31/15,63381,454,14,0.4,245.17,ad_group_27
11/1/15,70145,584,15,0.36,-25.09,ad_group_27
11/2/15,67465,593,16,0.4,274.55,ad_group_27
11/3/15,63653,630,20,0.37,277.48,ad_group_27
11/4/15,64924,562,17,0.4,29.8,ad_group_27
11/5/15,68368,547,19,0.37,315.58,ad_group_27
11/6/15,63347,524,19,0.34,306.88,ad_group_27
11/7/15,69415,487,18,0.35,406.27,ad_group_27
11/8/15,67239,497,18,0.39,257.61,ad_group_27
11/9/15,64726,423,16,0.34,246.53,ad_group_27
11/10/15,62246,472,15,0.35,165.01,ad_group_27
11/11/15,69374,586,16,0.39,327.82,ad_group_27
11/12/15,65938,557,17,0.37,348.56,ad_group_27
11/13/15,66295,484,15,0.36,121.46,ad_group_27
11/14/15,65364,503,16,0.36,66.36,ad_group_27
11/15/15,67294,506,17,0.39,192.29,ad_group_27
11/16/15,65017,468,17,0.36,308.49,ad_group_27
11/17/15,62500,511,19,0.42,529.41,ad_group_27
11/18/15,64751,527,18,0.4,387.59,ad_group_27
11/19/15,66089,588,17,0.38,202.88,ad_group_27
11/20/15,67799,501,16,0.38,205.56,ad_group_27
11/21/15,66262,483,16,0.34,200.82,ad_group_27
11/22/15,65196,552,16,0.37,370.63,ad_group_27
10/1/15,16564,1643,37,2.15,630.87,ad_group_28
10/2/15,17289,1618,48,2.02,1078.51,ad_group_28
10/3/15,17512,1690,46,2.12,892.63,ad_group_28
10/4/15,17457,1487,57,1.91,929.3,ad_group_28
10/5/15,16655,1603,51,2.14,488.84,ad_group_28
10/6/15,17994,1544,45,1.89,508.86,ad_group_28
10/7/15,17515,1635,51,2.04,1020.72,ad_group_28
10/8/15,18590,1885,53,2.21,1229.03,ad_group_28
10/9/15,18766,1759,55,2.06,666.3,ad_group_28
10/10/15,18739,1735,41,2.05,559.13,ad_group_28
10/11/15,18995,1981,63,2.27,1424.29,ad_group_28
10/12/15,19328,1410,51,1.64,742.51,ad_group_28
10/13/15,20150,1822,62,2,1207.36,ad_group_28
10/14/15,19731,1786,50,1.99,1040.67,ad_group_28
10/15/15,20767,1937,55,2.05,516.7,ad_group_28
10/16/15,19912,1680,60,1.87,553.3,ad_group_28
10/17/15,19870,1881,53,2.08,882.85,ad_group_28
10/18/15,20774,2227,51,2.3,537.11,ad_group_28
10/19/15,20427,1491,57,1.64,584.8,ad_group_28
10/20/15,20103,1857,54,2.02,873.53,ad_group_28
10/21/15,19351,1851,45,2.1,512.84,ad_group_28
10/22/15,20212,1735,59,1.93,919.01,ad_group_28
