"video_id","video_length","video_language","video_upload_date","video_quality"
2136,675,"Other","2014-12-17","1080p"
918,688,"Other","2014-12-07","1080p"
2042,430,"En","2014-12-12","720p"
81,530,"Other","2014-12-08","1080p"
1143,1320,"Cn","2014-12-07","360p"
901,944,"Cn","2014-12-10","360p"
296,1291,"En","2014-12-05","1080p"
56,1091,"De","2014-12-03","480p"
1340,926,"Cn","2014-12-11","240p"
1478,1368,"Es","2014-12-09","480p"
1922,302,"Fr","2014-12-11","480p"
1094,1055,"Other","2014-12-06","720p"
2536,502,"Cn","2014-12-11","480p"
1692,70,"En","2014-12-09","1080p"
72,1118,"Other","2014-12-10","480p"
2595,1034,"En","2014-12-09","360p"
533,422,"Es","2014-12-14","480p"
882,259,"Cn","2014-12-14","1080p"
440,296,"Es","2014-12-21","240p"
974,1205,"Fr","2014-12-13","480p"
1488,576,"Es","2014-12-02","1080p"
450,39,"Cn","2014-12-14","1080p"
2585,1245,"En","2014-12-02","1080p"
1728,575,"En","2014-12-09","480p"
1601,412,"En","2014-12-10","360p"
1744,246,"Other","2014-12-12","480p"
1399,815,"En","2014-12-18","480p"
1942,1395,"En","2014-12-07","480p"
470,357,"Cn","2014-12-23","240p"
812,301,"Cn","2014-12-21","360p"
1946,616,"Cn","2014-12-09","480p"
279,674,"Fr","2014-12-11","240p"
211,838,"En","2014-12-14","360p"
1483,616,"En","2014-12-16","720p"
830,1440,"Es","2014-12-10","1080p"
1829,295,"Cn","2014-12-10","360p"
89,295,"Cn","2014-12-21","240p"
833,1584,"Cn","2014-12-16","480p"
1134,701,"Cn","2014-12-14","480p"
1004,412,"Es","2014-12-16","720p"
676,1056,"Cn","2014-12-10","720p"
888,43,"Cn","2014-12-14","240p"
1157,124,"Es","2014-12-12","240p"
1998,1020,"Other","2014-12-11","1080p"
1596,1262,"Other","2014-12-03","360p"
1174,257,"Cn","2014-12-12","1080p"
1852,772,"En","2014-12-14","360p"
2460,68,"En","2014-12-21","1080p"
2156,801,"En","2014-12-09","1080p"
1328,340,"Cn","2014-12-15","360p"
1918,1139,"Other","2014-12-04","1080p"
2622,274,"En","2014-12-24","480p"
319,458,"Cn","2014-12-18","1080p"
386,1029,"Other","2014-12-02","480p"
822,814,"En","2014-12-09","480p"
2096,609,"Cn","2014-12-08","1080p"
1048,648,"Fr","2014-12-18","1080p"
353,340,"En","2014-12-23","720p"
1123,296,"Es","2014-12-04","360p"
1741,122,"Es","2014-12-15","360p"
1867,418,"Cn","2014-12-12","720p"
1630,870,"Other","2014-12-03","240p"
1978,394,"Cn","2014-12-16","240p"
2140,57,"Cn","2014-12-17","480p"
2659,357,"En","2014-12-14","480p"
325,1218,"En","2014-12-10","1080p"
603,582,"Other","2014-12-18","480p"
2186,466,"Other","2014-12-05","480p"
1424,402,"Cn","2014-12-12","1080p"
1781,403,"Cn","2014-12-17","1080p"
1820,403,"En","2014-12-12","480p"
1949,92,"De","2014-12-11","1080p"
2030,652,"Cn","2014-12-09","480p"
1722,1008,"Other","2014-12-09","480p"
2633,1266,"En","2014-12-21","1080p"
2220,1244,"Other","2014-12-03","720p"
194,1122,"Cn","2014-12-07","1080p"
1816,146,"En","2014-12-09","480p"
1262,1247,"Cn","2014-12-09","1080p"
1930,538,"En","2014-12-19","480p"
1570,499,"Cn","2014-12-22","720p"
1769,877,"Cn","2014-12-09","1080p"
1049,597,"En","2014-12-16","480p"
2746,534,"Cn","2014-12-09","480p"
31,101,"Other","2014-12-12","1080p"
2567,143,"En","2014-12-20","1080p"
1020,865,"Other","2014-12-06","240p"
2632,190,"Cn","2014-12-24","720p"
1727,333,"Fr","2014-12-16","1080p"
2850,44,"En","2014-12-15","720p"
1626,512,"Cn","2014-12-14","1080p"
1912,1010,"Other","2014-12-10","1080p"
396,165,"Cn","2014-12-13","360p"
1815,1255,"Cn","2014-12-09","240p"
2927,1361,"En","2014-12-03","360p"
2660,1282,"Es","2014-12-05","480p"
428,162,"Cn","2014-12-23","1080p"
2968,1188,"Other","2014-12-05","1080p"
2762,677,"Other","2014-12-11","1080p"
1493,377,"En","2014-12-04","480p"
2204,1295,"En","2014-12-08","240p"
538,466,"En","2014-12-21","480p"
1547,448,"Other","2014-12-06","720p"
185,298,"En","2014-12-16","720p"
1322,139,"Cn","2014-12-09","240p"
2118,287,"Other","2014-12-12","480p"
2599,348,"Es","2014-12-17","480p"
1126,778,"Cn","2014-12-15","480p"
280,1046,"En","2014-12-16","480p"
2499,618,"En","2014-12-10","480p"
141,982,"Fr","2014-12-11","480p"
2552,502,"Other","2014-12-08","240p"
1426,471,"Cn","2014-12-13","1080p"
2275,64,"Cn","2014-12-15","1080p"
1673,875,"En","2014-12-02","480p"
2726,204,"Es","2014-12-07","720p"
422,1029,"Other","2014-12-02","720p"
1213,979,"En","2014-12-24","360p"
688,585,"Other","2014-12-21","1080p"
1388,262,"Cn","2014-12-21","1080p"
1707,1449,"Es","2014-12-09","1080p"
633,1048,"En","2014-12-05","1080p"
1419,607,"Cn","2014-12-10","480p"
2179,724,"Es","2014-12-03","480p"
1559,824,"Other","2014-12-02","720p"
1612,293,"En","2014-12-15","720p"
1006,669,"Other","2014-12-03","240p"
2158,58,"Es","2014-12-14","240p"
2046,1156,"Other","2014-12-04","720p"
2000,1296,"Es","2014-12-02","1080p"
1788,792,"Other","2014-12-04","720p"
247,656,"Cn","2014-12-20","480p"
2161,26,"En","2014-12-17","240p"
605,933,"En","2014-12-02","1080p"
1242,395,"Other","2014-12-11","1080p"
2438,537,"En","2014-12-21","720p"
321,1389,"En","2014-12-07","1080p"
1489,985,"Es","2014-12-02","720p"
1557,1645,"Cn","2014-12-11","480p"
1825,1741,"Other","2014-12-10","480p"
2338,815,"Other","2014-12-04","720p"
1619,388,"Cn","2014-12-12","480p"
2468,1748,"En","2014-12-03","1080p"
1648,684,"En","2014-12-10","240p"
145,975,"Other","2014-12-05","240p"
1091,1054,"Es","2014-12-07","720p"
2993,1183,"Other","2014-12-05","480p"
2946,301,"En","2014-12-15","720p"
2730,114,"De","2014-12-22","360p"
658,1244,"En","2014-12-11","480p"
552,1088,"En","2014-12-04","720p"
650,447,"Es","2014-12-09","360p"
2164,1112,"En","2014-12-07","720p"
1319,253,"Cn","2014-12-18","240p"
2728,185,"En","2014-12-14","1080p"
449,485,"En","2014-12-11","360p"
2476,595,"Other","2014-12-12","720p"
2361,1051,"Cn","2014-12-19","720p"
739,1375,"Other","2014-12-16","360p"
2268,400,"Cn","2014-12-17","1080p"
2740,391,"Cn","2014-12-18","360p"
230,577,"Other","2014-12-20","1080p"
324,1622,"Cn","2014-12-06","1080p"
2464,185,"De","2014-12-13","240p"
2913,610,"Cn","2014-12-14","480p"
1939,155,"Other","2014-12-21","1080p"
1417,797,"Cn","2014-12-15","720p"
2861,317,"Other","2014-12-19","720p"
333,849,"En","2014-12-10","240p"
2541,1097,"En","2014-12-08","720p"
2834,354,"Cn","2014-12-07","360p"
1670,749,"Other","2014-12-13","1080p"
745,1260,"Cn","2014-12-06","1080p"
1423,1212,"Fr","2014-12-04","1080p"
1302,628,"Other","2014-12-05","1080p"
1999,1438,"En","2014-12-09","480p"
1754,1108,"Other","2014-12-11","1080p"
1314,370,"Other","2014-12-18","1080p"
2742,745,"En","2014-12-14","480p"
288,923,"Cn","2014-12-04","360p"
2778,477,"Cn","2014-12-10","240p"
2088,392,"Cn","2014-12-15","720p"
2494,1355,"Other","2014-12-17","720p"
2114,1045,"Es","2014-12-08","1080p"
1175,631,"Cn","2014-12-10","480p"
2679,525,"De","2014-12-14","1080p"
2932,729,"En","2014-12-08","480p"
2197,1117,"Other","2014-12-05","360p"
253,90,"Other","2014-12-06","1080p"
707,1116,"Other","2014-12-04","1080p"
1193,770,"Other","2014-12-07","720p"
2985,214,"Cn","2014-12-22","1080p"
1927,1172,"Other","2014-12-02","720p"
2402,377,"Es","2014-12-23","720p"
2198,453,"Cn","2014-12-14","1080p"
535,341,"En","2014-12-23","360p"
847,421,"En","2014-12-18","480p"
265,450,"Cn","2014-12-16","480p"
2608,395,"Other","2014-12-13","480p"
2558,370,"Other","2014-12-23","240p"
654,339,"Cn","2014-12-15","480p"
612,61,"En","2014-12-18","360p"
908,459,"Cn","2014-12-10","360p"
497,1044,"En","2014-12-13","480p"
2542,671,"En","2014-12-11","360p"
2916,432,"En","2014-12-13","360p"
1102,357,"Other","2014-12-17","360p"
317,823,"Other","2014-12-06","720p"
2301,1075,"En","2014-12-17","720p"
1985,1063,"Cn","2014-12-04","480p"
190,809,"Cn","2014-12-05","720p"
475,440,"Other","2014-12-12","1080p"
1115,155,"En","2014-12-21","240p"
135,1172,"Es","2014-12-09","720p"
1257,773,"Other","2014-12-14","720p"
442,485,"Cn","2014-12-17","1080p"
2304,1214,"Es","2014-12-11","360p"
114,341,"Es","2014-12-18","720p"
383,1130,"Other","2014-12-05","480p"
1888,995,"Cn","2014-12-13","480p"
2263,587,"Es","2014-12-14","1080p"
2917,493,"Cn","2014-12-09","1080p"
2868,1181,"Cn","2014-12-09","480p"
2062,1437,"Other","2014-12-10","1080p"
2431,160,"En","2014-12-24","1080p"
1047,507,"En","2014-12-11","1080p"
1953,384,"Cn","2014-12-13","1080p"
2473,1143,"Es","2014-12-06","360p"
2583,709,"En","2014-12-19","1080p"
2387,1564,"En","2014-12-04","360p"
2227,586,"Es","2014-12-02","720p"
983,590,"Es","2014-12-10","480p"
2573,999,"Cn","2014-12-07","480p"
417,1575,"Other","2014-12-11","1080p"
213,1124,"Es","2014-12-06","480p"
1046,250,"En","2014-12-24","720p"
347,1087,"En","2014-12-08","240p"
1258,919,"Es","2014-12-04","240p"
379,33,"En","2014-12-13","1080p"
1246,43,"Cn","2014-12-16","360p"
758,488,"En","2014-12-23","720p"
1606,113,"En","2014-12-12","1080p"
2035,336,"Cn","2014-12-16","1080p"
1122,681,"Cn","2014-12-12","480p"
2668,357,"Cn","2014-12-16","1080p"
2352,1411,"Es","2014-12-10","480p"
1278,327,"Other","2014-12-14","720p"
448,1275,"Other","2014-12-05","360p"
1117,1946,"Other","2014-12-02","480p"
547,930,"En","2014-12-15","1080p"
690,155,"En","2014-12-10","480p"
401,700,"En","2014-12-16","480p"
400,238,"Es","2014-12-09","480p"
1990,544,"En","2014-12-13","480p"
2477,41,"Es","2014-12-13","480p"
2761,773,"Cn","2014-12-15","1080p"
987,876,"Other","2014-12-14","480p"
2332,502,"Es","2014-12-12","240p"
168,428,"Other","2014-12-17","240p"
796,1258,"En","2014-12-04","360p"
1749,180,"Other","2014-12-18","1080p"
1470,1572,"Cn","2014-12-04","720p"
2233,1312,"Other","2014-12-05","360p"
2440,272,"En","2014-12-18","480p"
1686,88,"Other","2014-12-19","720p"
2093,799,"En","2014-12-09","480p"
1374,340,"En","2014-12-22","720p"
1063,708,"De","2014-12-05","480p"
1695,1387,"En","2014-12-11","1080p"
2466,164,"Cn","2014-12-09","240p"
1611,364,"Cn","2014-12-22","240p"
2294,51,"En","2014-12-17","480p"
1453,311,"Cn","2014-12-09","480p"
2437,674,"Es","2014-12-04","360p"
1857,336,"Cn","2014-12-14","1080p"
740,1108,"Other","2014-12-08","1080p"
2935,1052,"Cn","2014-12-03","720p"
219,597,"En","2014-12-19","480p"
2325,339,"Other","2014-12-13","480p"
1179,1094,"Es","2014-12-04","480p"
1065,852,"En","2014-12-08","1080p"
2404,1349,"De","2014-12-07","1080p"
1632,267,"Cn","2014-12-22","480p"
2718,1089,"En","2014-12-03","720p"
1663,953,"Fr","2014-12-02","480p"
840,142,"Other","2014-12-24","1080p"
435,1239,"Es","2014-12-04","360p"
2647,671,"Cn","2014-12-16","360p"
1913,809,"Other","2014-12-11","720p"
2185,290,"Other","2014-12-09","360p"
330,1222,"En","2014-12-18","1080p"
1932,505,"En","2014-12-03","720p"
1081,114,"En","2014-12-19","480p"
619,611,"Cn","2014-12-09","1080p"
2738,791,"Es","2014-12-10","240p"
1861,864,"Other","2014-12-07","720p"
1442,319,"Other","2014-12-15","1080p"
1484,814,"En","2014-12-03","1080p"
2339,1035,"Other","2014-12-07","720p"
1266,476,"Other","2014-12-08","480p"
578,1302,"Other","2014-12-11","240p"
2029,980,"Other","2014-12-17","360p"
1652,209,"Cn","2014-12-11","480p"
1849,1115,"En","2014-12-11","240p"
750,696,"Cn","2014-12-16","360p"
2646,622,"En","2014-12-16","1080p"
243,319,"Other","2014-12-22","720p"
762,467,"En","2014-12-12","720p"
917,952,"Cn","2014-12-08","1080p"
1330,29,"Other","2014-12-23","480p"
1720,24,"Cn","2014-12-10","360p"
32,543,"Cn","2014-12-13","720p"
1106,953,"Es","2014-12-06","480p"
2394,11,"Cn","2014-12-15","360p"
715,439,"Cn","2014-12-12","480p"
1548,576,"Es","2014-12-04","360p"
2612,311,"Other","2014-12-10","1080p"
1607,425,"En","2014-12-09","240p"
2806,495,"Other","2014-12-15","240p"
465,911,"Cn","2014-12-09","480p"
29,918,"Other","2014-12-23","720p"
361,1111,"Cn","2014-12-23","720p"
1705,422,"Es","2014-12-10","1080p"
1760,1330,"Fr","2014-12-02","480p"
2486,730,"En","2014-12-13","1080p"
2126,671,"En","2014-12-10","1080p"
2948,363,"Es","2014-12-20","240p"
1735,476,"Cn","2014-12-13","480p"
1910,558,"Cn","2014-12-12","720p"
2992,464,"Cn","2014-12-23","720p"
934,574,"Es","2014-12-24","720p"
2817,65,"Other","2014-12-22","720p"
10,119,"Es","2014-12-23","480p"
1119,1352,"En","2014-12-04","480p"
2230,22,"Other","2014-12-19","720p"
1271,370,"En","2014-12-22","1080p"
1679,498,"Cn","2014-12-18","360p"
2218,577,"Fr","2014-12-20","720p"
2936,509,"Cn","2014-12-13","720p"
2150,198,"Cn","2014-12-10","240p"
2450,759,"Es","2014-12-16","480p"
2931,22,"Cn","2014-12-16","720p"
144,760,"En","2014-12-22","1080p"
1553,848,"Other","2014-12-18","1080p"
1902,486,"Cn","2014-12-17","1080p"
1348,938,"Other","2014-12-17","480p"
129,1497,"Other","2014-12-07","720p"
2623,1123,"Other","2014-12-03","720p"
152,1390,"Other","2014-12-11","360p"
1034,759,"En","2014-12-18","1080p"
1113,624,"Es","2014-12-11","720p"
2981,558,"En","2014-12-19","1080p"
1706,456,"En","2014-12-22","720p"
2957,802,"En","2014-12-03","720p"
439,302,"Cn","2014-12-13","480p"
1889,370,"Es","2014-12-16","240p"
1451,669,"Cn","2014-12-18","720p"
2588,789,"En","2014-12-06","720p"
2584,1578,"Other","2014-12-07","720p"
414,560,"En","2014-12-23","360p"
1618,498,"Cn","2014-12-11","720p"
719,599,"En","2014-12-17","480p"
598,1468,"Cn","2014-12-07","720p"
975,841,"Es","2014-12-10","1080p"
364,805,"Cn","2014-12-06","360p"
2033,718,"De","2014-12-11","480p"
2082,1395,"En","2014-12-11","720p"
466,844,"Es","2014-12-16","240p"
1151,393,"En","2014-12-15","720p"
2389,574,"En","2014-12-21","1080p"
613,467,"Cn","2014-12-11","480p"
2941,494,"Cn","2014-12-02","360p"
43,1371,"Es","2014-12-06","360p"
358,520,"Other","2014-12-12","360p"
392,281,"Cn","2014-12-16","240p"
2960,784,"Cn","2014-12-20","480p"
675,161,"Other","2014-12-18","1080p"
1476,503,"En","2014-12-18","360p"
2053,880,"En","2014-12-11","720p"
1265,1088,"Cn","2014-12-12","1080p"
844,333,"Cn","2014-12-14","480p"
2884,87,"Cn","2014-12-11","1080p"
2526,760,"Es","2014-12-21","360p"
2130,512,"En","2014-12-15","720p"
922,1215,"Other","2014-12-04","480p"
1238,1258,"En","2014-12-02","720p"
1494,904,"Cn","2014-12-10","1080p"
600,696,"Es","2014-12-12","720p"
1185,1120,"En","2014-12-10","1080p"
2007,665,"Cn","2014-12-15","1080p"
2958,327,"Cn","2014-12-14","240p"
1684,118,"Cn","2014-12-14","360p"
2603,241,"Other","2014-12-17","480p"
1369,53,"En","2014-12-14","480p"
759,1265,"Cn","2014-12-05","360p"
370,1908,"Other","2014-12-10","360p"
1377,471,"De","2014-12-22","720p"
1796,65,"En","2014-12-23","1080p"
249,347,"En","2014-12-15","480p"
1036,99,"Cn","2014-12-15","480p"
2465,194,"Cn","2014-12-14","240p"
1343,674,"De","2014-12-04","1080p"
2533,790,"Cn","2014-12-21","720p"
994,555,"En","2014-12-12","480p"
1799,339,"En","2014-12-12","1080p"
784,204,"En","2014-12-16","720p"
2796,795,"Cn","2014-12-09","360p"
2470,326,"En","2014-12-15","720p"
2014,614,"Cn","2014-12-15","360p"
2973,1312,"En","2014-12-07","1080p"
746,576,"En","2014-12-03","720p"
2474,922,"Other","2014-12-06","720p"
1890,377,"Cn","2014-12-10","360p"
98,263,"Other","2014-12-07","240p"
165,337,"Other","2014-12-03","240p"
869,567,"En","2014-12-18","1080p"
1863,176,"En","2014-12-18","1080p"
1945,930,"Fr","2014-12-09","360p"
776,189,"En","2014-12-09","1080p"
2222,1189,"Other","2014-12-10","720p"
2658,729,"En","2014-12-20","1080p"
660,274,"Cn","2014-12-20","1080p"
2827,262,"Cn","2014-12-14","1080p"
220,136,"Cn","2014-12-18","720p"
1822,377,"En","2014-12-09","720p"
1858,263,"En","2014-12-20","720p"
116,131,"De","2014-12-16","1080p"
1408,357,"Other","2014-12-11","720p"
1352,1205,"Cn","2014-12-11","360p"
2748,1300,"Other","2014-12-05","720p"
197,1210,"Other","2014-12-04","720p"
566,41,"Cn","2014-12-09","1080p"
1361,773,"Other","2014-12-15","720p"
1685,799,"Cn","2014-12-10","480p"
294,842,"Other","2014-12-18","720p"
13,710,"En","2014-12-19","720p"
1699,773,"Cn","2014-12-20","1080p"
1169,1636,"Es","2014-12-15","480p"
2317,1054,"Cn","2014-12-19","1080p"
2323,425,"En","2014-12-13","360p"
1051,451,"Cn","2014-12-14","720p"
2107,150,"Fr","2014-12-17","1080p"
1149,1108,"En","2014-12-16","720p"
843,106,"Cn","2014-12-13","1080p"
1118,443,"En","2014-12-14","1080p"
2081,486,"Cn","2014-12-15","1080p"
2299,1171,"En","2014-12-02","1080p"
2264,803,"Cn","2014-12-13","1080p"
255,1121,"Other","2014-12-09","480p"
2498,667,"Cn","2014-12-03","480p"
1095,897,"En","2014-12-11","480p"
1870,194,"Other","2014-12-15","720p"
649,366,"Cn","2014-12-16","360p"
2904,119,"Cn","2014-12-17","720p"
620,246,"En","2014-12-17","1080p"
2090,1137,"En","2014-12-14","1080p"
1459,294,"Other","2014-12-16","720p"
2145,2064,"Es","2014-12-02","720p"
791,1449,"Cn","2014-12-09","360p"
483,692,"Other","2014-12-10","480p"
781,543,"Es","2014-12-14","1080p"
1466,700,"Other","2014-12-03","720p"
471,413,"Other","2014-12-18","360p"
2755,1148,"Other","2014-12-18","360p"
1810,1393,"Es","2014-12-08","480p"
1244,1192,"Cn","2014-12-09","1080p"
1640,119,"Other","2014-12-09","360p"
2456,291,"Cn","2014-12-15","480p"
1560,1709,"Es","2014-12-07","720p"
395,660,"Other","2014-12-09","360p"
2530,528,"Es","2014-12-15","360p"
2106,718,"Es","2014-12-16","360p"
560,43,"En","2014-12-12","240p"
2836,1487,"Other","2014-12-16","720p"
2630,1577,"Other","2014-12-07","480p"
1627,635,"Other","2014-12-22","1080p"
120,1904,"Cn","2014-12-11","360p"
1542,636,"Cn","2014-12-11","720p"
209,740,"Other","2014-12-02","480p"
2250,726,"Cn","2014-12-03","240p"
227,1285,"En","2014-12-02","720p"
174,980,"Cn","2014-12-10","720p"
2771,761,"En","2014-12-23","720p"
2769,606,"En","2014-12-16","1080p"
1709,1746,"Other","2014-12-10","1080p"
1777,224,"En","2014-12-18","360p"
1872,253,"En","2014-12-21","1080p"
1003,716,"En","2014-12-02","720p"
109,521,"Cn","2014-12-16","720p"
2781,539,"Cn","2014-12-15","720p"
1045,419,"Cn","2014-12-18","720p"
1058,75,"Cn","2014-12-13","360p"
184,19,"En","2014-12-14","720p"
1001,1063,"Other","2014-12-03","1080p"
2997,300,"Cn","2014-12-17","1080p"
25,1403,"En","2014-12-09","240p"
997,509,"Cn","2014-12-17","480p"
474,646,"Es","2014-12-09","480p"
2308,860,"Es","2014-12-23","480p"
110,816,"En","2014-12-18","1080p"
2924,1283,"En","2014-12-24","240p"
24,955,"Other","2014-12-08","1080p"
487,515,"En","2014-12-17","1080p"
2448,1108,"Es","2014-12-14","240p"
756,525,"Cn","2014-12-10","720p"
657,262,"En","2014-12-18","360p"
1738,911,"En","2014-12-08","720p"
2821,570,"En","2014-12-21","720p"
1270,425,"Cn","2014-12-17","720p"
1228,295,"Es","2014-12-21","720p"
1189,668,"Fr","2014-12-21","360p"
1931,409,"Cn","2014-12-10","240p"
434,550,"Other","2014-12-15","480p"
1181,609,"Es","2014-12-04","480p"
1519,1161,"En","2014-12-18","360p"
2705,1198,"En","2014-12-02","720p"
153,1307,"Cn","2014-12-13","480p"
1776,15,"Cn","2014-12-15","360p"
956,1124,"Other","2014-12-03","480p"
2729,137,"Cn","2014-12-16","360p"
2616,471,"Cn","2014-12-19","240p"
1109,1584,"Cn","2014-12-04","720p"
2939,347,"En","2014-12-09","360p"
182,710,"Cn","2014-12-13","480p"
1332,1837,"Other","2014-12-05","480p"
1032,459,"En","2014-12-16","480p"
2976,708,"Other","2014-12-17","1080p"
2379,118,"Other","2014-12-09","360p"
682,1218,"En","2014-12-09","720p"
2775,817,"En","2014-12-06","1080p"
2838,1510,"Other","2014-12-06","1080p"
1158,459,"Cn","2014-12-13","240p"
1898,1210,"Cn","2014-12-02","480p"
202,207,"En","2014-12-17","480p"
2312,1029,"Cn","2014-12-11","1080p"
763,730,"En","2014-12-06","1080p"
900,1041,"Other","2014-12-09","720p"
671,599,"Es","2014-12-19","1080p"
919,496,"Cn","2014-12-22","480p"
966,437,"En","2014-12-16","1080p"
1987,771,"Cn","2014-12-16","1080p"
2765,97,"En","2014-12-09","1080p"
1899,852,"En","2014-12-02","480p"
2894,558,"Es","2014-12-11","1080p"
2672,690,"Fr","2014-12-17","240p"
1092,425,"De","2014-12-18","480p"
1833,645,"En","2014-12-02","1080p"
1103,476,"Other","2014-12-11","720p"
2808,1591,"Cn","2014-12-02","1080p"
1916,1165,"Cn","2014-12-05","1080p"
2514,679,"En","2014-12-02","480p"
1527,547,"Es","2014-12-17","360p"
1702,505,"En","2014-12-10","1080p"
1901,1343,"En","2014-12-11","360p"
225,891,"Cn","2014-12-18","480p"
2282,539,"En","2014-12-15","720p"
2804,196,"Es","2014-12-24","480p"
2277,338,"En","2014-12-21","240p"
331,606,"Cn","2014-12-13","1080p"
1014,445,"Cn","2014-12-09","480p"
52,219,"Es","2014-12-15","720p"
1558,1135,"Cn","2014-12-05","720p"
1249,838,"Cn","2014-12-15","360p"
1681,502,"Other","2014-12-11","1080p"
500,793,"Cn","2014-12-14","360p"
1609,990,"En","2014-12-15","720p"
2285,169,"Cn","2014-12-18","720p"
502,1111,"Es","2014-12-16","360p"
2415,655,"Es","2014-12-11","1080p"
590,424,"Es","2014-12-16","480p"
1805,398,"Other","2014-12-15","1080p"
228,672,"En","2014-12-22","1080p"
1428,1077,"Other","2014-12-03","480p"
1195,910,"En","2014-12-10","720p"
137,1768,"Cn","2014-12-03","480p"
252,773,"Cn","2014-12-12","480p"
645,745,"Cn","2014-12-12","360p"
1654,1012,"Other","2014-12-11","720p"
1543,601,"Other","2014-12-11","480p"
943,971,"De","2014-12-14","720p"
861,1215,"Other","2014-12-02","1080p"
222,708,"Cn","2014-12-17","720p"
293,1224,"En","2014-12-21","1080p"
2163,251,"En","2014-12-09","720p"
1666,1251,"De","2014-12-09","720p"
1877,1410,"Es","2014-12-02","1080p"
1011,339,"Cn","2014-12-13","1080p"
2722,1049,"Cn","2014-12-05","1080p"
1207,1449,"Cn","2014-12-02","480p"
2120,251,"Es","2014-12-17","1080p"
635,604,"Cn","2014-12-08","1080p"
2188,1191,"En","2014-12-09","720p"
1359,1278,"En","2014-12-07","240p"
1129,315,"Cn","2014-12-13","720p"
7,1198,"Other","2014-12-10","720p"
939,502,"Cn","2014-12-16","240p"
1248,501,"Cn","2014-12-11","360p"
1518,143,"En","2014-12-10","720p"
1929,117,"Other","2014-12-10","1080p"
2611,336,"Cn","2014-12-13","480p"
1318,326,"Es","2014-12-18","240p"
1236,145,"Cn","2014-12-10","480p"
2462,439,"Es","2014-12-24","1080p"
1294,182,"Other","2014-12-16","480p"
1116,825,"Cn","2014-12-12","1080p"
608,1345,"En","2014-12-03","720p"
2999,1244,"Es","2014-12-10","240p"
986,186,"Other","2014-12-11","360p"
935,1245,"En","2014-12-15","1080p"
2281,812,"Cn","2014-12-12","480p"
1178,1054,"Es","2014-12-21","720p"
2346,412,"En","2014-12-21","1080p"
12,757,"En","2014-12-07","360p"
1917,578,"Fr","2014-12-17","240p"
2872,926,"En","2014-12-06","1080p"
5,953,"En","2014-12-10","1080p"
2176,511,"En","2014-12-10","720p"
16,865,"Other","2014-12-11","360p"
1668,875,"En","2014-12-08","720p"
667,941,"Es","2014-12-09","1080p"
85,959,"Other","2014-12-09","480p"
604,543,"En","2014-12-14","480p"
2596,577,"Other","2014-12-14","1080p"
1450,78,"En","2014-12-12","1080p"
192,355,"Cn","2014-12-03","480p"
55,304,"Cn","2014-12-11","1080p"
927,79,"Es","2014-12-16","720p"
1043,713,"En","2014-12-04","720p"
1219,904,"Cn","2014-12-12","240p"
1790,167,"Cn","2014-12-23","1080p"
1182,664,"En","2014-12-11","1080p"
2480,1093,"En","2014-12-03","1080p"
2864,722,"Other","2014-12-11","240p"
2644,976,"Es","2014-12-05","480p"
1472,157,"Other","2014-12-10","240p"
1053,1360,"Other","2014-12-02","1080p"
2087,1083,"Other","2014-12-06","1080p"
1371,250,"Cn","2014-12-11","1080p"
2780,445,"En","2014-12-10","240p"
1154,336,"Es","2014-12-19","1080p"
2921,671,"En","2014-12-18","480p"
2006,933,"En","2014-12-09","480p"
136,577,"Cn","2014-12-16","720p"
952,438,"En","2014-12-15","360p"
455,1245,"Es","2014-12-17","360p"
484,360,"Other","2014-12-14","720p"
693,1832,"Other","2014-12-10","240p"
1672,184,"Other","2014-12-18","240p"
643,182,"Other","2014-12-14","1080p"
1461,558,"Cn","2014-12-17","360p"
2863,590,"Cn","2014-12-12","360p"
394,832,"En","2014-12-17","480p"
1992,961,"Other","2014-12-03","360p"
443,485,"Cn","2014-12-15","720p"
703,27,"Es","2014-12-11","480p"
2719,590,"Other","2014-12-10","1080p"
1145,1837,"Other","2014-12-08","360p"
1386,469,"En","2014-12-10","360p"
2865,482,"Cn","2014-12-17","480p"
2350,2048,"Other","2014-12-08","360p"
787,721,"Cn","2014-12-09","480p"
104,391,"En","2014-12-10","1080p"
258,1124,"En","2014-12-06","480p"
858,335,"En","2014-12-16","360p"
815,1044,"En","2014-12-10","240p"
2216,407,"Other","2014-12-05","480p"
308,540,"Cn","2014-12-15","720p"
2089,1303,"En","2014-12-07","360p"
2069,78,"Cn","2014-12-10","1080p"
1443,29,"Cn","2014-12-13","480p"
1396,1353,"En","2014-12-10","480p"
1492,1748,"Other","2014-12-09","1080p"
2856,561,"Es","2014-12-13","1080p"
2945,460,"Cn","2014-12-16","360p"
889,45,"Other","2014-12-15","1080p"
722,1161,"Cn","2014-12-04","720p"
1391,574,"Cn","2014-12-17","240p"
2546,1538,"En","2014-12-03","480p"
1373,1018,"Other","2014-12-04","1080p"
584,862,"En","2014-12-02","480p"
2026,1706,"Other","2014-12-07","480p"
2893,1603,"Other","2014-12-07","720p"
1793,207,"Cn","2014-12-23","480p"
2704,784,"En","2014-12-04","480p"
426,1335,"Fr","2014-12-06","1080p"
525,1052,"En","2014-12-10","360p"
2359,10,"Es","2014-12-16","360p"
1125,353,"En","2014-12-18","480p"
2692,199,"En","2014-12-22","480p"
2284,266,"En","2014-12-13","360p"
